ryukyu.	86400	in	soa	a.gmoregistry.net. noc.gmoregistry.net. 1769302942 1800 900 604800 3600
hitclub.ryukyu.	86400	in	ns	pam.ns.cloudflare.com.
hjfja43thck5vkhvq2pa1u31965nvcps.ryukyu.	3600	in	nsec3	1 0 0 - HLLBOTVCIAC3TAIMI5ITDJJRA3KGEG50 NS
hjfja43thck5vkhvq2pa1u31965nvcps.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260127165245 20260120104114 45091 ryukyu. K/dY3MPiyHzDdLiydyD4r1LYbVzQjyoiORGUtbmHtfItwg4Btn7camX6lCbAgKOCCSMwCuX3TLFG1JB5DmHud+x4jcXQf1Kq8htqBX38gJVgi3vmLoATWhCrM6pEkGNHmNbQc28PS+LWqxY4azSKvpLxWHY4dtVv2smQp3tM5Io=
hknalo.ryukyu.	86400	in	ns	dns1.registrar-servers.com.
hknalo.ryukyu.	86400	in	ns	dns2.registrar-servers.com.
hkqivf.ryukyu.	86400	in	ns	n1.xundns.com.
hkqivf.ryukyu.	86400	in	ns	n2.xundns.com.
hlcxai.ryukyu.	86400	in	ns	n1.xundns.com.
hlcxai.ryukyu.	86400	in	ns	n2.xundns.com.
hllbotvciac3taimi5itdjjra3kgeg50.ryukyu.	3600	in	nsec3	1 0 0 - HMUBJ14GUKJN03MNBM2DE73O5JJ3F9J8 NS
hllbotvciac3taimi5itdjjra3kgeg50.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260130060937 20260123081016 45091 ryukyu. ZjKzfToGRxoiF7NLdDR40z5SZHSWQT40utKAmbuh/omlTJxbWeiB2tOJ7mI02rePPVLBkmPN4bEb7ef7LV7Lfc3ZIzkov5eQOnIxjVqHLKXuMiW4Q3qRXK+jizu3fUvHnqg/dYRzbPapTIs2l1dxT2VLcBRRxqBp1sfK9MX6rvA=
hmubj14gukjn03mnbm2de73o5jj3f9j8.ryukyu.	3600	in	nsec3	1 0 0 - HPP0VT6LK46G0Q6F8KK5DFVG64MKSIIK NS
hmubj14gukjn03mnbm2de73o5jj3f9j8.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260131030549 20260124005913 45091 ryukyu. K6xtUWYqjalZ7DhwRX5cK6pvG5Y5DCNvOdcuKRil6ct/8boLTIFR66mDHJE8qa8lrwt93a8iJFdiJHxaeQ6l2GveNb/Iqj64Lo5YaedSlDtPSQJAmOo5okGMP6buh8ZVZel41L1EbGgd/squFKH4e/ZOmx/iYGASi3xAyk/FfX4=
hnsfafz.ryukyu.	86400	in	ns	ns5.hawkhost.com.
hnsfafz.ryukyu.	86400	in	ns	ns6.hawkhost.com.
housingcenter.ryukyu.	86400	in	ns	dns01.athome-hp.jp.
housingcenter.ryukyu.	86400	in	ns	dns02.athome-hp.jp.
hpp0vt6lk46g0q6f8kk5dfvg64mksiik.ryukyu.	3600	in	nsec3	1 0 0 - HQIL95UOJNJHNNQ3TFM5VKMK3V9EDVBQ NS
hpp0vt6lk46g0q6f8kk5dfvg64mksiik.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260130014252 20260123114513 45091 ryukyu. kbPSsdq73G0a7StSUJD6zlwtcIeEtmG96srTrJEp/bO5bnN2rhTSXjc3DG2H7p/ShGEilbbPV0t0ocIzE574XNC5ETzbocZ5gVh4yH/14SeX7ZmG1oqqqFlz7Iwbv2vle1G0nNVoDgGHUuYG/xCCDAZMHNN2iANhE64DRZ4UTLk=
hqil95uojnjhnnq3tfm5vkmk3v9edvbq.ryukyu.	3600	in	nsec3	1 0 0 - HR8IL2UPHMLUSCU8H5SK52J8ECOS3AJE NS
hqil95uojnjhnnq3tfm5vkmk3v9edvbq.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260129110230 20260122034613 45091 ryukyu. EqW5aqop4JXdxl6cuUxS+ocNgp59De82D+o9Y9uxsmZkphtv6/NVr4KFZVZUbQBb9e98afuURrRXbpKsP53fr0FR5EfoeeAwX1Ix60JHJOSqywH7ijPI7fx+TqhOmTn9nCjDOSIXR/KJTz3CvaXGxim0bUsT7G4MoKjadTm7QEo=
hr8il2uphmluscu8h5sk52j8ecos3aje.ryukyu.	3600	in	nsec3	1 0 0 - HRBSD29Q6EEF887IK2NO91654CITE884 NS
hr8il2uphmluscu8h5sk52j8ecos3aje.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260128212318 20260121230112 45091 ryukyu. eKPv/whq/sUayMs6KK+ZZaqyyHo+nVetLqxRYWWiFIRAuuvTeyXT9qCCT8fLGeasWTS8NwesSiBYmsjxNk8wNjEpZ5ucC/gVaI0QnQKwtna6yKpisSpj1jycfZ8IUmS8+ZOsEH6dgsjvcPTPYpZNF3yM8vQ3ZvLM2s3UpQL8E/g=
hrbsd29q6eef887ik2no91654cite884.ryukyu.	3600	in	nsec3	1 0 0 - HS7I9LKECPJKREP1NDML1J2C37JTFEAV NS
hrbsd29q6eef887ik2no91654cite884.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260131122338 20260124131019 45091 ryukyu. gIBfwYK/BJYHNCfqr9Qqd+obLvbasqjFJCm/iJH6BwvvR/N8iiLOS43X17eesENQyiJ+CbRuEgPNAIOIBKYxfs+4/CAz9Kyo/8ltVOB+tyQQ7V5Sgh2j8dQB/0v0iD7Gs1cLP1J1jOgX1nmuJ5fB9EN4zaku+GLm4g30mp7KOsk=
hs7i9lkecpjkrep1ndml1j2c37jtfeav.ryukyu.	3600	in	nsec3	1 0 0 - HU670T5PHRSFPLJLIGLQD4QNN4DKI5KI NS
hs7i9lkecpjkrep1ndml1j2c37jtfeav.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260130080525 20260123093715 45091 ryukyu. JuuBzvkitLO9HiecTPDpfIqBmJ3dKxJYX6EZdHkqFgHOmsDaMwgE+rz3CW6vqBNPcmDx4zNkEBGWLZqx1Ksa45SSUntfX17RePifa1lY/gwSf1Dlqc0a1YKADrfuqv35GH/xVqoDdsAQZTy6eZb3E8Th0gemVCAf+pGT32MxTpE=
hsbowling.ryukyu.	86400	in	ns	ns11.value-domain.com.
hsbowling.ryukyu.	86400	in	ns	ns12.value-domain.com.
hsbowling.ryukyu.	86400	in	ns	ns13.value-domain.com.
httcmx.ryukyu.	86400	in	ns	n1.xundns.com.
httcmx.ryukyu.	86400	in	ns	n2.xundns.com.
hu670t5phrsfpljliglqd4qnn4dki5ki.ryukyu.	3600	in	nsec3	1 0 0 - I2U22HEB61T596QLFOJ1LK5U4SILKMV6 NS
hu670t5phrsfpljliglqd4qnn4dki5ki.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260127223630 20260120230614 45091 ryukyu. mcc5GZPXOLcx+2GCuX7FEu4M1/AvYcOhMmBYsO+pgxGxvHfYFaRydNDD1sEvTAH3Gp9g2tF62K9xBCsCMo5rlX/gB/61U3f+LhIKFl8AYBj+B5SqCR7cfrC51I4JE5YdbHRf7vDV+vXvaw4LJjYRC8qTkHnA5Q2N5hNdHji8zEE=
hyps.ryukyu.	86400	in	ns	ns11.value-domain.com.
hyps.ryukyu.	86400	in	ns	ns12.value-domain.com.
hyps.ryukyu.	86400	in	ns	ns13.value-domain.com.
i2u22heb61t596qlfoj1lk5u4silkmv6.ryukyu.	3600	in	nsec3	1 0 0 - I34734H23VBBQP6R3014JGJ5B351S40H NS
i2u22heb61t596qlfoj1lk5u4silkmv6.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260201005640 20260124162609 45091 ryukyu. BJgHrrhklBDdLC4g4qpPVOR6HHeWJN+sxrUO2lVBy4xYXh1kOFZxO13olzfjYjpIcPUS7a+3gZsUk9kq8IpS+CR+wtFJ1DE/WKxbt0de/nGkqRdxcOaWlbLsw/RivUcagVf6Uy+KHekmTnjop67Oo2RifKm3FGBiaPBxjgI97Z0=
i34734h23vbbqp6r3014jgj5b351s40h.ryukyu.	3600	in	nsec3	1 0 0 - I3I8PSKA2DL97KM01OE8FTG55JLMAU3B NS
i34734h23vbbqp6r3014jgj5b351s40h.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260129203951 20260123054721 45091 ryukyu. WmY0dA6o5hq4jPVV0FCv8cSI88HAg9AkAcDlY/M1N0cwiGnYhVOLZrb9c4MaAcEmeP85wFJOyYai+M6QlLvtgVKV2ZNsJ9ejiG97QLOXOclQ0fwOqQkPt8I+f47ytgibkETFS2X2a12bFmGFBVFZvNmsR5Q83xQDlUY7V9dX3b4=
i3i8pska2dl97km01oe8ftg55jlmau3b.ryukyu.	3600	in	nsec3	1 0 0 - I4RH071CFQ24NGACT86U05S4J2RLQTR2 NS
i3i8pska2dl97km01oe8ftg55jlmau3b.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260127195901 20260120135714 45091 ryukyu. BZi7h7R7GTeYB7pfKus/84Gm5A+KWUKCLIrRHtsy3gILjyhlyiI5JhJ8Fjhx+D20Iu1QI/BMTqXpQT6c8JzG7sb4esSrmLs00BBPm/MIJ08jdBYdhtJfLLpzAFOfw4KfZdoUHcYgHcN29P6KiSBlDFQyxL6j2RPsv40lub6VC60=
i4rh071cfq24ngact86u05s4j2rlqtr2.ryukyu.	3600	in	nsec3	1 0 0 - I501CR0KBHMH8VV683LEI6HBNADN339K NS
i4rh071cfq24ngact86u05s4j2rlqtr2.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260129235103 20260122173611 45091 ryukyu. Pz79AVqhVlmCbSPRw7Inay1q7dQAgfTU3uFKSJaBlnWmoVRVFLi1FRbonu0yDd50hCqv4kC5j0ye+8nShpH2k7QodnXHTlaFZErQYWqskG5f4hJSeeqCBe4nR/vwQo3RcgXHWEk8n/kwKZTBHtfeN3UBP5sbX1xROZrNtCDngPc=
i501cr0kbhmh8vv683lei6hbnadn339k.ryukyu.	3600	in	nsec3	1 0 0 - I83AJM0IMJ7NQL5TL3VOB6UFHVLV72L6 NS
i501cr0kbhmh8vv683lei6hbnadn339k.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260128154102 20260121180716 45091 ryukyu. QCg+HYr2AhSuQ6BuyKw0A7Kj+64eoEkYRn4CfXUqTcMpTvl5GMMsbv04Y5qCUvwdi1RvmK8TjLl4SZ7dfy8oT2p10vOyBXo713jGooRtlFauaYIkH829/BevVxETNW3MP2TH7dKhE/qsfrLudAvIsoYKqHDZJabxnP6eI/i4oww=
i83ajm0imj7nql5tl3vob6ufhvlv72l6.ryukyu.	3600	in	nsec3	1 0 0 - I90VNCGM1ARI8BDPNPRF642MQPC0VNS6 NS
i83ajm0imj7nql5tl3vob6ufhvlv72l6.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260129203519 20260123032019 45091 ryukyu. X4MDGojcN2ovQ3TdKJidzRiav+ruzAiwvZ6fyCqAgou4Mqwy/tQIYIJQEtBp2ILbCQWyKr1TH5VV/3iQbSJYMMcolzCUhaMqDTT7Q7FtFS8/YLm44u7K0ZVPDNd1PEiHQw/4B1rcqR6oSA+qwPKzTR4IDYK/c5kp3adFbxCBBMw=
i90vncgm1ari8bdpnprf642mqpc0vns6.ryukyu.	3600	in	nsec3	1 0 0 - IA6QFHJVI65TB52RTVIQQ9BACQ1INT18 NS
i90vncgm1ari8bdpnprf642mqpc0vns6.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260128212951 20260122004313 45091 ryukyu. Jj07vjAZBh+97xLAwxV7p8wuqWmkdnvGfWdLN4s8qXHkrCZ+8sEnSAoY2tK/hgTeHXQyf+NN7nlaei4jmHJ2wHrEXe1zQ4gVBIB8z/3nH9hbhdKDAoosMXgM6Tob2UabffReBkAThRgMRQmXVf4DwJXBxnQukHmpCA+SlvZw4Mw=
i9bet.ryukyu.	86400	in	ns	dns1.registrar-servers.com.
i9bet.ryukyu.	86400	in	ns	dns2.registrar-servers.com.
ia6qfhjvi65tb52rtviqq9bacq1int18.ryukyu.	3600	in	nsec3	1 0 0 - IB58S7IIJ744AN1BI3S3JSGR56AQ4DTM NS
ia6qfhjvi65tb52rtviqq9bacq1int18.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260128140127 20260121221214 45091 ryukyu. D85mpILfXrNtpMSbM2OfaW+wJSXHcky/BRUX7XVM7OZ30gXGnAv/n3jXucXDIUb7cEY58A8rjbWVODNufOxJOMmYSGRshuf61x0WBVA4VYV0hZqngtb6YfVM0RA99EOjAFHryqemPHIN00UExqqwPduVUGuaqYyyrSLX61tl2kQ=
iaslrj.ryukyu.	86400	in	ns	n1.xundns.com.
iaslrj.ryukyu.	86400	in	ns	n2.xundns.com.
ib58s7iij744an1bi3s3jsgr56aq4dtm.ryukyu.	3600	in	nsec3	1 0 0 - IBNIG72PPPT2VF1J6ONIA2KLO4CNA3GK NS
ib58s7iij744an1bi3s3jsgr56aq4dtm.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260128031344 20260120154611 45091 ryukyu. R7JPttO+Pcxh9Aw7KgxUnVXYurJG+AADflJn473pZVTn0iFV3MYeSNGpdO4ypjq+5Yd/NOJFYOh6253gzeMEjQdimupZzNUtWkqSmY/b0NuMVQJTWEBEgQXnFjS6sSkJluYFlD5o+U+gTfJGK6zi1Ky2WxXL1drARIm4MrhcmTA=
ibnig72pppt2vf1j6onia2klo4cna3gk.ryukyu.	3600	in	nsec3	1 0 0 - IBRKB7UUPII8KRFO301PIKBAABKC6EUV NS
ibnig72pppt2vf1j6onia2klo4cna3gk.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260201011951 20260124235718 45091 ryukyu. CwS4xeaRvbtiF7INJj26KiNrUHdyxZ4Qohf1lsx3+E1x4K9TIjkfNx7crA9WoQIvRV9iSAjU3h2gRjyLQsEb1FaAtLW3xtyI7mwj1ymNLLdiBQzZCS6JgUaD504tmd6FJe38uyQuTU51fB8h2MmN/RzfIxZdwV2cX68fIOGFF/M=
ibrkb7uupii8krfo301pikbaabkc6euv.ryukyu.	3600	in	nsec3	1 0 0 - ICQ66245IU3BGQOMDB1B091DVAK133JQ NS
ibrkb7uupii8krfo301pikbaabkc6euv.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260128160708 20260121044412 45091 ryukyu. VyZb4mxcL+kxBSnp1FQS/xp+/l+b72H48qzRyEipy0OgRTH/k5Jc9My1sKzSz7JUnsbsvLaU3Fk44WyJUx120IfQW7WFSc9WZWnrSu6r/fL9wtzZWS+Hc4ph6c1jE1J/JHiVUmEI1YqQIjReBG9vMOGyjjWylo+awseXlDgDXg8=
icann.ryukyu.	86400	in	ns	a.icann-servers.net.
icann.ryukyu.	86400	in	ns	b.icann-servers.net.
icann.ryukyu.	86400	in	ns	c.icann-servers.net.
icann.ryukyu.	86400	in	ns	ns.icann.org.
icloud.ryukyu.	86400	in	ns	ns-a1.conoha.io.
icloud.ryukyu.	86400	in	ns	ns-a2.conoha.io.
icloud.ryukyu.	86400	in	ns	ns-a3.conoha.io.
icq66245iu3bgqomdb1b091dvak133jq.ryukyu.	3600	in	nsec3	1 0 0 - IDLHUDJKNR0CCQNO8C97971AS7D6JIBC NS
icq66245iu3bgqomdb1b091dvak133jq.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260128021634 20260120184715 45091 ryukyu. mwsjf1wKBK72MjIeti05NVv1bFMkUvWKhIUJnNQ6JMEB3TPJos7qryv7YeTL4jTeCjmoiwe1W/33FD+D7XEPgx0SqIhFEsDbNbBt+jrDxorz7L0hS7AmagV2+hVR/54etcjL5gJFH7bxFJxpWTsC8mByu9zUupjM8pTFVk9jsOo=
idlhudjknr0ccqno8c97971as7d6jibc.ryukyu.	3600	in	nsec3	1 0 0 - IDP24EVN78JAFJAK2M14T4SBI445BN5L NS
idlhudjknr0ccqno8c97971as7d6jibc.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260130170312 20260124015210 45091 ryukyu. f/b1Xf81D2QZgFXkiRHy3KBkUrsu78HsO0diI8ESbIsvxhonnIbQQwypQE2tkU/67zMtEkCEchHOsES9bG0XvIC+76CTPXi4M2HlimDsiG49kZ8djKOdB2iL/sK8gI0wUcvdLDx7XPV9n0Sm48EXLButqoTm/qDf856lXGCchaE=
idp24evn78jafjak2m14t4sbi445bn5l.ryukyu.	3600	in	nsec3	1 0 0 - IH1J9MP465LFKHNQIAHIUNVQVANV9HF8 NS
idp24evn78jafjak2m14t4sbi445bn5l.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260127182606 20260120071419 45091 ryukyu. UO1+GU3RST77DaHmFZ/lvhHGHQMfIDuIt6SOacgbfU8cZ1kXa9x7zIFYJD2i0NK6pPefLV22we1ARwSOnrR4gzd7T3P1T2aUXwoZ2RWEIxawxKF8xrxOvzvPmUgxXU2z0q380UBS+O/HK42wp1580Gj+8MP29qN3i7ul7FUvsjw=
idreamof.ryukyu.	86400	in	ns	ns1.vercel-dns.com.
idreamof.ryukyu.	86400	in	ns	ns2.vercel-dns.com.
ifaejy.ryukyu.	86400	in	ns	n1.xundns.com.
ifaejy.ryukyu.	86400	in	ns	n2.xundns.com.
ih1j9mp465lfkhnqiahiunvqvanv9hf8.ryukyu.	3600	in	nsec3	1 0 0 - II0L5SVSGA99NQPFH2FBKU06PNFOJ1E8 NS
ih1j9mp465lfkhnqiahiunvqvanv9hf8.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260128200241 20260122013222 45091 ryukyu. ffsyXYCf4cbo7LdOJNs7EZa6vSypXiPUdN8UnWCScv6woTRYqrPEQUzz+xUoa2tNxOcmg0JTCHlJS5nNe8mTxT4FWrbfBu7vqBT4CFUjQ/2iJE5CzU5OQdEWJ7DzPGtqqSjUEvbs1f5lGoSah/BPRBnjTfdDTuvVgh5f83PtAFg=
ii0l5svsga99nqpfh2fbku06pnfoj1e8.ryukyu.	3600	in	nsec3	1 0 0 - II2GM6PL7TOPQ9F76IM6EE0MBJJSJMIO NS
ii0l5svsga99nqpfh2fbku06pnfoj1e8.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260129202330 20260122122714 45091 ryukyu. lPnX/xl32MlKWUNGfc4+sOdWGo1ch7xirjHBw84JGGc765+it5Jz4PY2mvaHa8q5180OgBvxUSTK2Buq82KkUUVIsKaRCwqAMHCwbGvcyaf6Bnouk3t5DPma999mfnfiq/cAAcJbu6YwPX2ljCJwsTDL0PZprraa+5Ni5M02ji0=
ii2gm6pl7topq9f76im6ee0mbjjsjmio.ryukyu.	3600	in	nsec3	1 0 0 - IJF45B1RGLOAHKJ72KUB21587L7KUB86 NS DS RRSIG
ii2gm6pl7topq9f76im6ee0mbjjsjmio.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260131165833 20260124231726 45091 ryukyu. fS32oV/cMtBQBxazXQjjsRdTACmi9tNJSbdgNGe53QiGPdsci7Eajj/7PC5q+M4VTf7BZDDGB7fwQ3GEZ+OhvORmsAScFjhnSNRxBzOIi3Jvqbt5ZgCqLzuMUoL1Nj5dPEp3BODENUnXFwYm6HkAum9pOQpySBlYP/vebeFrAkM=
ijf45b1rgloahkj72kub21587l7kub86.ryukyu.	3600	in	nsec3	1 0 0 - IJKUT9Q36S5HML7SA03R6BQI3LNC9DJM NS
ijf45b1rgloahkj72kub21587l7kub86.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260129201959 20260123043912 45091 ryukyu. ewF8+uJPU7nhRaYiC/0fm978NDQ4VmZjFbuhjfDXih8gXbdlfZT2CcL3WK2cBOyxxuIhm2V2Qdwvex8gZAAiq0PsH7Dz3p32yrJGSnVUNa/2k88ffj9JRjMQktCvCCHw2WjgTMkCZu6m3J7hP+EImEL3f3n3W92BFzvSGWvUuq8=
ijkut9q36s5hml7sa03r6bqi3lnc9djm.ryukyu.	3600	in	nsec3	1 0 0 - IJR6LMM1IEKESGB1F4ULBTAETC3QE835 NS
ijkut9q36s5hml7sa03r6bqi3lnc9djm.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260127220156 20260121003911 45091 ryukyu. BSMLkpPpiPPCUExqqeKOGNjiGYMK2RNysB3QZNFC5GaFYQ8X6anBVQPNz4PT/Ji3x/KElIBGrCxGxTTyK5ywWHqqVAZybDTJE1LCqOspr9txKZf2VNVLpYH5uVQtYHXzja+5/vzNkaElklTCYWb1Ons/BcbDN6lBf1nsT3UJKTQ=
ijr6lmm1iekesgb1f4ulbtaetc3qe835.ryukyu.	3600	in	nsec3	1 0 0 - IKD5IHNPU6HKKSVH2S41QFB7AOPPRM6E NS
ijr6lmm1iekesgb1f4ulbtaetc3qe835.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260127213136 20260120223714 45091 ryukyu. IpmWXDkIQb635CzPrVrQ1Xa+ummuX8LKhnGLsuO2PPq2ZSLIg+olF+UY8JuoRFY+rqIVnVNi3FR6EbLiipPtQG3wN1qAAVOX9ZH8F1ZCPwic0VW4njgf1blOB8fnxiOH3BeTjg7B0/1iaIXh/Z9jGwuuOEFfH2Z00weu6PN5G7A=
ikd5ihnpu6hkksvh2s41qfb7aopprm6e.ryukyu.	3600	in	nsec3	1 0 0 - ILJEJ07C6GRBFMSMQKU2AHH1M645HL5N NS
ikd5ihnpu6hkksvh2s41qfb7aopprm6e.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260128044403 20260120195109 45091 ryukyu. BZQ4ZNH3zADPPMjvFVfoFgqHEXKdQ38XmjaWzqoo/vLpTri7eCs4jpddKs3NdYyjjt/2JxiguIMOZaJLHSR2iLDeDAomLgLOjrYG439LdkhvBHQNEjyxzYqt0BqlGKjdjaBpuZN72OLiIq8GObV+VoDEDOrn617GSmBt2NgRx+o=
ilbczf.ryukyu.	86400	in	ns	n1.xundns.com.
ilbczf.ryukyu.	86400	in	ns	n2.xundns.com.
iljej07c6grbfmsmqku2ahh1m645hl5n.ryukyu.	3600	in	nsec3	1 0 0 - ILOHOS5NULDPR4FPHUEPHENJ0J3NVTLE NS
iljej07c6grbfmsmqku2ahh1m645hl5n.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260130225026 20260123190516 45091 ryukyu. Yx7P3z36ichQ2GaX1rDCIgFEyVhqX4QQ3NcfoQAjfv9ySphGVC6aEOg3jUfWOxz1yZxWrD+p0wviLk5dtZ22YeZyQzOdmx6vV6xXgQeQyUao6fCCSNvFZTS7W5r8x4aDhCTIItgqKz5MBzd0rE45I+PKylgSFxp0cdMDY3nA7tA=
ilohos5nuldpr4fphuephenj0j3nvtle.ryukyu.	3600	in	nsec3	1 0 0 - ILR38I4A1UED43R7H1VD6SEN5MBHAA07 NS
ilohos5nuldpr4fphuephenj0j3nvtle.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260131202943 20260124120610 45091 ryukyu. dZfl6ep4qG9qgt5JPxumE9693wLJfaN+yuDK/qK/MUsOmCWl+42ly+jZnPWx8XB1pK0+Aj/zXVXk9iwmQG3HqH2ivwcYGjcJJqGMi4UrhR5b68eyrcbMqDWzhooPb6Sn0yjTtmNKZyF7eNqe2uh2J3hDvtTK6OTXI6L01Arda1M=
ilr38i4a1ued43r7h1vd6sen5mbhaa07.ryukyu.	3600	in	nsec3	1 0 0 - IQUH1DR1C3K0DFQK7OPH6ETQGJ8TKTQA NS DS RRSIG
ilr38i4a1ued43r7h1vd6sen5mbhaa07.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260127134111 20260120232114 45091 ryukyu. c56QlY6Shdkq3Sty7MZvP+rcbD0qY0GQ6xVxcHDTvjpjYAPmjCFfStCAKmU1OlOA+H0K7NhK/CHLud18XBu5WNhTlKwPCeZ8L44F2BTENmybS2ixvtBOqKc0UPag76bVMwhFtO49dBd5ve9bBQXAOAN91yjJhON9XUcqCE03k30=
imagine.ryukyu.	86400	in	ns	ns59.domaincontrol.com.
imagine.ryukyu.	86400	in	ns	ns60.domaincontrol.com.
imai.ryukyu.	86400	in	ns	ns1.dns.ne.jp.
imai.ryukyu.	86400	in	ns	ns2.dns.ne.jp.
impyrw.ryukyu.	86400	in	ns	n1.xundns.com.
impyrw.ryukyu.	86400	in	ns	n2.xundns.com.
indosultan88.ryukyu.	86400	in	ns	dns1.namecheaphosting.com.
indosultan88.ryukyu.	86400	in	ns	dns2.namecheaphosting.com.
industry.ryukyu.	86400	in	ns	ns47.domaincontrol.com.
industry.ryukyu.	86400	in	ns	ns48.domaincontrol.com.
instagram.ryukyu.	86400	in	ns	a.ns.facebook.com.
instagram.ryukyu.	86400	in	ns	b.ns.facebook.com.
instagram.ryukyu.	86400	in	ns	c.ns.facebook.com.
instagram.ryukyu.	86400	in	ns	d.ns.facebook.com.
integer.ryukyu.	86400	in	ns	dns01.muumuu-domain.com.
integer.ryukyu.	86400	in	ns	dns02.muumuu-domain.com.
ion.ryukyu.	86400	in	ns	dns1.onamae.com.
ion.ryukyu.	86400	in	ns	dns2.onamae.com.
ipzepd.ryukyu.	86400	in	ns	n1.xundns.com.
ipzepd.ryukyu.	86400	in	ns	n2.xundns.com.
iquh1dr1c3k0dfqk7oph6etqgj8tktqa.ryukyu.	3600	in	nsec3	1 0 0 - IRIR2HIE4NE48NAG3NB2SJDL0AD1IA8U NS
iquh1dr1c3k0dfqk7oph6etqgj8tktqa.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260127020131 20260120070310 45091 ryukyu. PYI3Mmb3cwbQBd/Q9NviAsjWvmu5FzMdcqun7pKeYUG8L+PZLMZ4obzXn5bplvDI7kfss2L7SCuwJf9eslGEvhXefRjH38JyxUwRuyAL3XQw0AF1bMHAwDR0FfiVls3ggUFB5mpF2rDC8SiaDlyTHAhlFTJdrGKaAuPiBm4h+iU=
iriomote.ryukyu.	86400	in	ns	ns1.xserver.jp.
iriomote.ryukyu.	86400	in	ns	ns2.xserver.jp.
iriomote.ryukyu.	86400	in	ns	ns3.xserver.jp.
iriomote.ryukyu.	86400	in	ns	ns4.xserver.jp.
iriomote.ryukyu.	86400	in	ns	ns5.xserver.jp.
irir2hie4ne48nag3nb2sjdl0ad1ia8u.ryukyu.	3600	in	nsec3	1 0 0 - J2J0441LUD3A44BMH2SR1NI5OPF9CU42 NS
irir2hie4ne48nag3nb2sjdl0ad1ia8u.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260131024935 20260124083515 45091 ryukyu. VVtjQ3WQ1oEBFk0vuPMqpSAUYGsZpX4w3g7S9Tq79xEhAlr49YRlq72JeqkXBrgSv3qMpN1dQE//4PMcev4K8BvSGKKfPw9ktk8fxju6rUa5v+KdMUxYbJPlSPATbKXOcPkby2o4j7VyqCgvRbIlNBn3vLnW6S9QQun2TB70CvI=
isana.ryukyu.	86400	in	ns	ns14.wixdns.net.
isana.ryukyu.	86400	in	ns	ns15.wixdns.net.
islands.ryukyu.	86400	in	ns	freedns1.registrar-servers.com.
islands.ryukyu.	86400	in	ns	freedns2.registrar-servers.com.
islands.ryukyu.	86400	in	ns	freedns3.registrar-servers.com.
islands.ryukyu.	86400	in	ns	freedns4.registrar-servers.com.
islands.ryukyu.	86400	in	ns	freedns5.registrar-servers.com.
itec.ryukyu.	86400	in	ns	dns01.muumuu-domain.com.
itec.ryukyu.	86400	in	ns	dns02.muumuu-domain.com.
ithxpk.ryukyu.	86400	in	ns	n1.xundns.com.
ithxpk.ryukyu.	86400	in	ns	n2.xundns.com.
itokougyou.ryukyu.	86400	in	ns	dns1.onamae.com.
itokougyou.ryukyu.	86400	in	ns	dns2.onamae.com.
izonps.ryukyu.	86400	in	ns	n1.xundns.com.
izonps.ryukyu.	86400	in	ns	n2.xundns.com.
j2j0441lud3a44bmh2sr1ni5opf9cu42.ryukyu.	3600	in	nsec3	1 0 0 - J3NHK3JHAGQR140FPP3T2EPPN6QAA42T NS
