bayern.	86400	in	soa	anycast9.irondns.net. dnsmaster.irondns.net. 2509120103 7200 7200 604800 7200
016856d4r8n1hm03as83l82n5ds4jr3p.bayern.	43200	in	rrsig	NSEC3 8 2 43200 20250924085857 20250910085857 25116 bayern. Z+OV/nEY+kijrxUr6wDN4YEzvqs5E0pAjnsOOvPf0qsTDTyXqHFFxhEK7KGXObQ86NpXlDGxdHx8Ug28UcRhP+uircjOqO4M6+x8Mm8M7Je5cfvd203xV5xA20kYAIbFBpFcvpCCk0VwzD23GNOKav6kcMYBry95FoLyxccNI4Rx2vestnnk3Y2gk1aT8XQDsEnJKY3IleO93W7y2Napnw==
019e6ap5a0dh0bf4qtogh559pefvaok0.bayern.	43200	in	nsec3	1 0 0 - 01A5NBL6M6J879J48U1LM0A6H4FK5B5I NS
019e6ap5a0dh0bf4qtogh559pefvaok0.bayern.	43200	in	rrsig	NSEC3 8 2 43200 20250924085857 20250910085857 25116 bayern. KIrAICYt1FRGYLXJyJp3dy7i2VRZgRRWYejQ0GG93zUTiCoiBV3RY8ApyEJMl/GcSKC1oD1m81DXE5YN1O6tLZ/PlKA8oNrKg3a/lqx/A0xd3YT97VCjI8qx05eQl1tKZsNvVirP3tLQP5ss3j/7q9SMcDn3unQ+SEsxp8r5+r4BsLGt5wNywcemczpAuBvIdRB7KCzvxsHXmMWWH0TJfA==
01a5nbl6m6j879j48u1lm0a6h4fk5b5i.bayern.	43200	in	nsec3	1 0 0 - 01A6JS7OO4JQA3AU6C75OHFK90S93GIQ NS
01a5nbl6m6j879j48u1lm0a6h4fk5b5i.bayern.	43200	in	rrsig	NSEC3 8 2 43200 20250924085857 20250910085857 25116 bayern. KJdGDkQ8Hk+fGN/AI/vgK4NVwFMR9KoLgLN9vVhPQMfH7hHu8RwY1xAw3jkOPcknajNAF2ut65gm3K4QLA5a8Dgjl6//RIHgJ0owagVYp7GTOj3aa/RoyF8AR8LghHmD6BYSeGL08UEjlBWYLtDeP7DQkGaPaw6LsaPyGKVe9srkLA2RO643a8Aj/BTQSPToKife8Yc5F+uaZI089S0QiQ==
01a6js7oo4jqa3au6c75ohfk90s93giq.bayern.	43200	in	nsec3	1 0 0 - 01CU17QC2R1D36MSOV9051SFMMNRH6LC NS
01a6js7oo4jqa3au6c75ohfk90s93giq.bayern.	43200	in	rrsig	NSEC3 8 2 43200 20250924085857 20250910085857 25116 bayern. IFWP6LHPmDeVQkPggd0r4Y1m3N6P56jWBqV4qPFIfRxw7EQWSIXTqwyhGW8BDZSyfqhEi1fZjgPlfxsKkTZLgXgSPc+gLx++7TP+qoKB3zUSlyAMStrvx/F9AEm8Ikf5AEXyNzqz7E0DXr35tD7MoVZNhSdvRw2WHMp5hAhdeYVipISia2QGvn4eLPt3gWnJ6kxH7r4S7C1x9WJxjq2SaA==
01cu17qc2r1d36msov9051sfmmnrh6lc.bayern.	43200	in	nsec3	1 0 0 - 01D5OHTF4VJDSJ9R4EITLNIESTLN3TRP NS
01cu17qc2r1d36msov9051sfmmnrh6lc.bayern.	43200	in	rrsig	NSEC3 8 2 43200 20250924085857 20250910085857 25116 bayern. bglC0V7FIRONkvWSywkFczWbaA8A8wVBBZNbRk0b0pQP0Fp3ozrWDoUE5Wtt+Nal7ddQ19FeTsyK7ZPtAnulWyFAIOlHp99fwIGVIyAmn78d/ZYPeq3quZ9OEa15vSFWG8wKWYZwbWv8AMpz3ef+6s8Q+fuhwqDQVR5lJt4O+JhhuUI/SaY4ehvJFtd7Uicu180KbmMX9CVM8rOmvuVCPw==
01d5ohtf4vjdsj9r4eitlniestln3trp.bayern.	43200	in	nsec3	1 0 0 - 01DBQKQ9PV3AQCVRKF805UBDNEQD89AF NS
01d5ohtf4vjdsj9r4eitlniestln3trp.bayern.	43200	in	rrsig	NSEC3 8 2 43200 20250924085857 20250910085857 25116 bayern. SURM5qKHNrxlej7hzBQXfozyzE3XQ72BSrF25PUWPFZDnUFhvVtdofSReJMG1b80xE4tFIExr6Mir0hQNWW3Hmo3O8YmNGUTN9HDbMeQviLQXMsXZmhHElzphGhzHufZz5kshPNhlPleq6LTH6PhHeCJTcJYtAv70Kt5RhBRFa2cQUu8T/IMjLN9xoDn9cjXLBMO8RBFVGsKoFKMJYvClw==
01dbqkq9pv3aqcvrkf805ubdneqd89af.bayern.	43200	in	nsec3	1 0 0 - 01EMEHM8LFI7RELHVT9EVIUGG5JKK8MH NS
01dbqkq9pv3aqcvrkf805ubdneqd89af.bayern.	43200	in	rrsig	NSEC3 8 2 43200 20250924085857 20250910085857 25116 bayern. c8v6PG7avMNR6YpcOqSZJGg8RL0zzzBePkMkxJn5ncYGfEWJX/nc41ceA3v7G/XmXuAu9EnEROaYJm3sEIHhH3OWgkMW9RI6T9W820E/8mAbEKFA9I1BLP4MlK93qDAPw3/57KU16CNRoVAHCFe6MxUL9YogMqhLWn6QMb7K/ffd/5VTaVhXd9Avy92SKTWG1i2w5sOBFl4cSMRQNSpJBQ==
01emehm8lfi7relhvt9eviugg5jkk8mh.bayern.	43200	in	nsec3	1 0 0 - 01EMM1J2JTA5C41SFTSDD932VHBFSQHR NS
01emehm8lfi7relhvt9eviugg5jkk8mh.bayern.	43200	in	rrsig	NSEC3 8 2 43200 20250924085857 20250910085857 25116 bayern. K8nEaGhnhaUryT3FetBI7pUkY5qscSmuJTArAYZmrlK4iGClScQueNaNiFHvYPYXX+oAhXlRKx80xNljjJvZ/ipuV99aqwEf7yWBX4ud2vPVdE+SA3bXIXS4hr6ldWwPEVsrhtZOAU3Hzjb4GqpTiAmxT+1SjrZrWsbtVKtVwYRXHnONRa1kTv16S449ZLXTKiQZzopb5Za+y0CnR648mw==
01emm1j2jta5c41sftsdd932vhbfsqhr.bayern.	43200	in	nsec3	1 0 0 - 01F8SO116B4248GK89EPQTUU6RT9PAUL NS
01emm1j2jta5c41sftsdd932vhbfsqhr.bayern.	43200	in	rrsig	NSEC3 8 2 43200 20250924085857 20250910085857 25116 bayern. mHPiwWx1N3zJnKbXfrJ36JSe7jtFo8v1vU/mdHlwWyQhChjuNxwQqaC0TsT3f6E8ZqUdoBhpIgLT240osR1bxjvTp855EFhh1LV5GxbGll4Wjo9yxbSJLW1BV89CFp0K8SJrlL7M876WGathEyQWMK7gDmga8uPyOQc+27ryslET1vnkTMAjJZs6bAdZgPkqAOwkFBGFXJdpEZwIdVtJVw==
01f8so116b4248gk89epqtuu6rt9paul.bayern.	43200	in	nsec3	1 0 0 - 01JDMLM0P5DJ6UM0LTTA8LSCRQJGHM64 NS
01f8so116b4248gk89epqtuu6rt9paul.bayern.	43200	in	rrsig	NSEC3 8 2 43200 20250924085857 20250910085857 25116 bayern. TzlNzwcoaN2FlOcYcugwtrT5Wdhc3uNvp3luzaARSKuIs6NGMWQOoFApMOvChO8PADmgO97k+AhVdtuZVRJDKIjfQy9AZrX/MduMe837NKa/U3sopmGE03LgW4dOy9LeD8LvvQSeW+lVV7cZqw3jO/tSpk5fHHxR9Do4HEY0wWsQQ7elORc5hBFs+SxILQcPlpkYprdyghQMdRj32mY91w==
01jdmlm0p5dj6um0ltta8lscrqjghm64.bayern.	43200	in	nsec3	1 0 0 - 01K5LRD32NEKOGV4D1BSTJEK23SGKUNT NS
01jdmlm0p5dj6um0ltta8lscrqjghm64.bayern.	43200	in	rrsig	NSEC3 8 2 43200 20250924085857 20250910085857 25116 bayern. hcFH5sKGMddCxsqCt/h4aHaCmMzxZJ4EpBVv7zbKTkfCKwhMk1qoxBP6Exp3+Cwi+jPr1qHVx/jfyjZw4ndb5UbHRhH2QeQuDd29eJ5I0P+cB4naWq0eDC52/fh/axmYdEAoZrbgioAQmw/j/2Wk5pOzFfUxS3Jv4GvWwZtL2DO3PGKlWLMeGfSrmJOkaxf8NYr0qxNmNugK0jf/jkMraA==
01k5lrd32nekogv4d1bstjek23sgkunt.bayern.	43200	in	nsec3	1 0 0 - 01K8IJP4FE3QJJERUDJB4A4861MSU8I4 NS
01k5lrd32nekogv4d1bstjek23sgkunt.bayern.	43200	in	rrsig	NSEC3 8 2 43200 20250924085857 20250910085857 25116 bayern. W6zu7mBWpqhGljjro4gPg53KE/N2C8mdzGkHwIrKWJd8EYYAbLO3rZcaYTU/x3t0IboSfIQPx+doPfybGJ5vi4dxyejUWB/HxF0rwR8wjbAoARi+XiOV0piavB1VlCQk8dAuztQOVmv2tXy3lRqS4yO8PORi1WUqKp4QvMi8MIcqJbIYjRVFP99miBn2mMkgI7JlRawppeglxuu2WF7Rug==
01k8ijp4fe3qjjerudjb4a4861msu8i4.bayern.	43200	in	nsec3	1 0 0 - 01OVVQ8TU1CJEDP20ANSA6M3QMU145M9 NS
01k8ijp4fe3qjjerudjb4a4861msu8i4.bayern.	43200	in	rrsig	NSEC3 8 2 43200 20250924085857 20250910085857 25116 bayern. QnzqoKySGTp9zDCb5Bj+5PXLxLlsAJYOLXhhQeDq+7UR+o05Pa+es0j/Ih/GJ/2CPMOtg/wZe2K00zBno99hyPJ6pVyBD/xm//r6LNF4A/Ur6uYIpGQ0Ia2uf5I4xJZa+5kHXu0ZEvGy8XZV4wgSptizCGwWIechA3F4pohpmXQZrlBwpUPlkUwVcSk3Fo9T4KOBDfmQyNwN1nbGcsWAVQ==
01ovvq8tu1cjedp20ansa6m3qmu145m9.bayern.	43200	in	nsec3	1 0 0 - 01P363AMP4N6A84V9OPTGPBBDD8EJ63A NS
01ovvq8tu1cjedp20ansa6m3qmu145m9.bayern.	43200	in	rrsig	NSEC3 8 2 43200 20250924085857 20250910085857 25116 bayern. HuLIFmi5xH9+5zwsuttCX7Ezb0YU9f+nXeh8NLEYG42goeJlEMHhHDdOENUMEl8TOHBL+IyDrVXCoPwai4d+eNIWs4JPlUAUCLuHa/GMP14aHUR6HxRKQ3tlAMuPCQ/oCuf4Ujg0JSKxPuLeIbLWsYCd63jf9xp72p4l40oO6HqQbnAa2H89rGn+LlTTyCo6GDg9SO+d8fiAr/uc/MxjIg==
01p363amp4n6a84v9optgpbbdd8ej63a.bayern.	43200	in	nsec3	1 0 0 - 01Q6MB74GBJOR2F4SUGODE45PUE006PJ NS
01p363amp4n6a84v9optgpbbdd8ej63a.bayern.	43200	in	rrsig	NSEC3 8 2 43200 20250924085857 20250910085857 25116 bayern. HlYztBBxJ9MipzBY20ViZJEiBeLy46SLk4ITP/HRuIgj6V6QQ7d6P5u5QmEnw+iubtnaOFLnenJjJJ3nLWOhXpYoS4GCT2ZqZcZGmB8ZTVshzt8UGxUcr+dLQO6faVaQxiAcySFPXMVwuLEBqfOUUfOQh/Ychdn/oNElAX+gfBNBhPT1mNemobEBZHhRb8dU0jRrrRJiLQSG5Mix/pEePg==
01q6mb74gbjor2f4sugode45pue006pj.bayern.	43200	in	nsec3	1 0 0 - 01RHVRCOLSKVS5MCRSGU7JAR5S6CCC8D NS
01q6mb74gbjor2f4sugode45pue006pj.bayern.	43200	in	rrsig	NSEC3 8 2 43200 20250924085857 20250910085857 25116 bayern. JKELoDKG8Q3yh/vgDovX7d0UAuHfGWtG7vOyhHJO2vkYcN2EYvg1kkHHqdGU4hn+dUPmCp8qN1DqoZL5no0iWDSGL6uTPm6tc9XrntotlYQgC74xEUrCjSgRMkcNOc50iLSp2DpWQeVmfRSTdI+2rNl0u08bPw6+967iAhCM/AXQxG6mv+JDbD+JeqjRFUIQvdeAX/g/iYetqiVezEsHLw==
01rhvrcolskvs5mcrsgu7jar5s6ccc8d.bayern.	43200	in	nsec3	1 0 0 - 01S2E5RA4KDVH81MUBMHN1I8P0IM4TTV NS
01rhvrcolskvs5mcrsgu7jar5s6ccc8d.bayern.	43200	in	rrsig	NSEC3 8 2 43200 20250924085857 20250910085857 25116 bayern. LGRugcjFFJJrjt6gkjEZw3/N1QCDjS1xKYbLisNvib/hExMeuAmRA6kHaxcZ6YVqCH2qOIvA7Iv9DFz4EIWJ6b3BTculqXrDE9W289K2Tn9obQs09aPV7GHMwXKBHFpbGWW+C+zYalK34JVh+LoNxA1fqljtRK6Ny3nr3M11s4dgSX8LUTQbboPkhwLs3ddc13XUx7paNVOZRPsRqEhqLA==
01s2e5ra4kdvh81mubmhn1i8p0im4ttv.bayern.	43200	in	nsec3	1 0 0 - 01SD2P8RO6Q9AECCBACCSLGDB58L3GER NS
01s2e5ra4kdvh81mubmhn1i8p0im4ttv.bayern.	43200	in	rrsig	NSEC3 8 2 43200 20250924085857 20250910085857 25116 bayern. XUG3CdQ4ZV3HUrkuHPDmzzUYsa+4Rv/FnQ8r7yFHSr3Wx6+N8SfprjnlmOhaZ15WVWYAYGsmOKYPITcd6+1PZszF+Y3negK7UGCRV+hXgDwmMHfsIpyGlKfxun+NKEnrTVJ9vtcZz5WDmg8IwFa/N+qjjdYZ+X3Mcu4f2675OyxWcgri29BFmIXlP4u1Sts7VdOlIF/jVx0HQP56KDSZgw==
01sd2p8ro6q9aeccbaccslgdb58l3ger.bayern.	43200	in	nsec3	1 0 0 - 01T9FU9SM5TE3JT2NMLHT9VGU7OA6B3O NS
01sd2p8ro6q9aeccbaccslgdb58l3ger.bayern.	43200	in	rrsig	NSEC3 8 2 43200 20250924085857 20250910085857 25116 bayern. PycKTwh74WkEStgURarb7Fqs0AUDd8QUjtswlJoOXnO3eRLXTu2Io6M/ip3lBSaeZ3bGRKjVBy8b4Y7wByTi68e240RQIvMqxqAbcYNvt5bXI5//lawMetEWCEFy5Q5XqI7+qTHSOcNcik3lf68Mcl87j/B45kEP/Qbulgz2qAIps3j9qHW/i4ls+/7NMcz6Xo42CJyr9Sx2oHMBog5PjA==
01t9fu9sm5te3jt2nmlht9vgu7oa6b3o.bayern.	43200	in	nsec3	1 0 0 - 01TPEBMRLQ1ED92CHV93775I8NSBDIBT NS
01t9fu9sm5te3jt2nmlht9vgu7oa6b3o.bayern.	43200	in	rrsig	NSEC3 8 2 43200 20250924085857 20250910085857 25116 bayern. PUL8+DXZAvTGSH50GpECKPr5VIKRnsHotciYQklwAEtd90fVdPXS999t20UgxIk7NWHb9eGvcAim7Zd7sWXYmxopNlqZzMq6OCE5nTef9CnyC8C6dgfRpRUi2wia5SNpq6ar6+M7esXG5QN5D9DuOezLP8YATMEIRHlctekux2lGGfB6PW5hetUHNwwSiaO6gz8SdfbVNdVTFHxNr/EN+g==
01tpebmrlq1ed92chv93775i8nsbdibt.bayern.	43200	in	nsec3	1 0 0 - 01UC0DC3UVSVQIHOUCDGN03KKH07M3BH NS
01tpebmrlq1ed92chv93775i8nsbdibt.bayern.	43200	in	rrsig	NSEC3 8 2 43200 20250924085857 20250910085857 25116 bayern. IY59kalNggkceBgCToySl+zRJ4EbnDeLxLQUG4tRXnKQki+IraWEaqgXOYFhcLxNnip26Tlp8GI108gY1TWYYqgVui+Y/xGamTW3gGqD6ngLYtpFOimGoXkiAQLEWLFN4v3G3D0HQMGk3qnJ1KGokCi7U6woh58EWGwKxmHdchXcq8okHn63XcSXJTBlyGm+CgaC83/1wOiCQJNYPRyeAw==
01uc0dc3uvsvqihoucdgn03kkh07m3bh.bayern.	43200	in	nsec3	1 0 0 - 020CLDDVRBLDLFI4JT9349A04L0MT8MT NS
01uc0dc3uvsvqihoucdgn03kkh07m3bh.bayern.	43200	in	rrsig	NSEC3 8 2 43200 20250924085857 20250910085857 25116 bayern. eG+pfbYEHdi0qSnnyRzR2uHvvXDcXcUKB8VkffblXMpbNvNecV9BtUDEEm/TGeH7ib8UXISlFQSUj40y9FF+9yezA1Vi7gQ02JWO7MO4/OHsmVV7Vw57HTkzDAB15WEP38X7g3f+FxThTe1d/pEqIw7W6KGWcuO1td1wxnF/v34kTbjjUcyCdRO81gW6YVovrCwfs0NQINzxjGkP+oB0JA==
020clddvrbldlfi4jt9349a04l0mt8mt.bayern.	43200	in	nsec3	1 0 0 - 021E77A1RKNSLESQ4OTOFK243AJDK0IN NS
020clddvrbldlfi4jt9349a04l0mt8mt.bayern.	43200	in	rrsig	NSEC3 8 2 43200 20250924085857 20250910085857 25116 bayern. LUNFFMAszo+r9/mOesfumno1EbYAuEwZqRfogQV58YsMa68CqzSV+emSKd+inhcrdURbz1z8XBW4cKz+5raK6LhrbwjkPmZskufJezVeA0ZBC9x+Ta5TRaoeyCUfFwVObUcLybK6zYlptzXUF2YQTBPw9w86N2VAFWEPE2zL7tExASA9qDZwDwyfod/YYbjnPGevr8/Wyv0i+eQAoX+HJg==
021e77a1rknslesq4otofk243ajdk0in.bayern.	43200	in	nsec3	1 0 0 - 021JOMQF290V5F4R8BJF9GF0II36P2UE NS
021e77a1rknslesq4otofk243ajdk0in.bayern.	43200	in	rrsig	NSEC3 8 2 43200 20250924085857 20250910085857 25116 bayern. C1D9BYl/K6yrcMcQUEYjH1/scztwDa0KpA5bCCAxVwhE1n6Np8cwj3CAUwqDDj5y3u/7kq+1VxLIKuDoIYJ9+PwpCQT1IJF6o7fNO/nYVbj/1vOZDi9OTJ8ZnnVVZMyU8OkqpGdYopIcJpZ3BA1EpmXapsypeCe34+yFWsop7LKZVALlV6/agZJoEJ64FvIlll1NaDxWk24yFeA9CsfK2A==
021jomqf290v5f4r8bjf9gf0ii36p2ue.bayern.	43200	in	nsec3	1 0 0 - 022PLK7SP9H2JIHMKOOMOO34C9DURMD5 NS
021jomqf290v5f4r8bjf9gf0ii36p2ue.bayern.	43200	in	rrsig	NSEC3 8 2 43200 20250924085857 20250910085857 25116 bayern. l33356p7IR6IraQLqXE03CYRQV46fO/bbz24u2FWWHYnes3ajyIL1zsurhwCcfsbzaKAIku33nWZogie+fGfmYdgsFG9EQ0zScd4812pC+Bo5dckH5mAFXF3pwjXlHrYPmO5h5cYl/IPqFmtJMdfdUxw+/AOcgjky9kKwGhqZsnqKVtumnh3n1yNa/HV1O13Zulypvs4rMyknIMNVTkwuA==
022plk7sp9h2jihmkoomoo34c9durmd5.bayern.	43200	in	nsec3	1 0 0 - 0266AIOCAF8O4JLO57RUNO33L70DKOIE NS
022plk7sp9h2jihmkoomoo34c9durmd5.bayern.	43200	in	rrsig	NSEC3 8 2 43200 20250924085857 20250910085857 25116 bayern. do9I/y5A1xr/bikDIVix4KIVnfAtXqqmZiytI8D5i0pN/Lt2nTiOJhGjp16KzodCkbUGUA4wGv0Q/P7j9UcESQnz+yQD8qmEaNZ6n7xhHjsPc7Wac4xP0pSfsBEbWE42FL9yKMSEJAfEC2zSGCLjgvJTc2VTrmycyy8PfOBhnhKjR5CKrnB4z7fBx8NWk1A1DjIOa3T0rcV2nrZXQ1T4pA==
0266aiocaf8o4jlo57runo33l70dkoie.bayern.	43200	in	nsec3	1 0 0 - 02BADRF9F53GCH9O2MS4BHM3GMODFATP NS
0266aiocaf8o4jlo57runo33l70dkoie.bayern.	43200	in	rrsig	NSEC3 8 2 43200 20250924085857 20250910085857 25116 bayern. NvrakAJefwQ7bWNRwu7qsdmosEsxhyRtexJz0rQZEfy/Neps7H/6l+Yf+n/YPILWUZKuDkJCVeM95k2fgkrquLiIEybTbHDjjt08zgjXdKWbVJhX30EzoyRiR8h37YGc2BhsnRchIujiqcTvz0PDcrrrLWKVAwViojpOKmrdsL/AKQ4A2D1UsAlMETPcsQThdfn8uiVXa9S22q/kjwIieQ==
02badrf9f53gch9o2ms4bhm3gmodfatp.bayern.	43200	in	nsec3	1 0 0 - 02BB22D95PFQL49DFV3BD9S1PLNKNNHH NS
02badrf9f53gch9o2ms4bhm3gmodfatp.bayern.	43200	in	rrsig	NSEC3 8 2 43200 20250924085857 20250910085857 25116 bayern. J12048NEWskK8yCzPBVW6smSSSVLVqyReZOjeUZ6AaGSSLLrESglZ8tperCnhYIWWofqFf880CKys337QMc5f5qyXkqjTq8D16o9xBP/HCrbOj2Cr/LDOqL7OOdwIyT9fh7SJDB9BFSAXE2yU+G2lwjcFpMXsOYjiucRmCc1skrDiUyshTKcdWVjM7bZ5I0t2yx75xJ3L5QlBNm+ZS8fhQ==
02bb22d95pfql49dfv3bd9s1plnknnhh.bayern.	43200	in	nsec3	1 0 0 - 02CKFVOS1UP3578Q58ET08QV97IA6NQH NS
02bb22d95pfql49dfv3bd9s1plnknnhh.bayern.	43200	in	rrsig	NSEC3 8 2 43200 20250924085857 20250910085857 25116 bayern. khGtTyhwZqIReWo5+Em2156dfVCUP57IB+BNPKEJvMdrO/TLLJjbTlttx52pgir7SuPMT9oaHoJJNge/X6k2rGWtAZCTk8i98wzZ5M/U77clEVHa7pocTXLNEVBEx+tB+ee+LRondY79VvOqryveqH6HropiBBLEFZdnZi0ud4x5l0BLWc85HeCo3ZQP2m7my5x5zxEkenOo17mdWkcN4A==
02ckfvos1up3578q58et08qv97ia6nqh.bayern.	43200	in	nsec3	1 0 0 - 02CP4CPH3UVO719T6HR32PHAQFT2TH99 NS
02ckfvos1up3578q58et08qv97ia6nqh.bayern.	43200	in	rrsig	NSEC3 8 2 43200 20250924085857 20250910085857 25116 bayern. GagATXfRazw4uOIWPYCSNOS8EAmdOxWFbpOj14g4sA50mrq/SNxFPh/TzgmH33aFvCy4RJeIJPfpuBeHtnD9lBmD1aEuQxXeV+uvLrlFOLyxA83RLi+UTLBDCOWPYa9FJLlOFNsohxD8+CGpJu15x4Vlzf2NHF7aZhBXvK3cvMwy1ipahmMVm+Nb770ZxZoH/1mmQkhf5FU4jtKhRU1THQ==
02cp4cph3uvo719t6hr32phaqft2th99.bayern.	43200	in	nsec3	1 0 0 - 02D1RCS620B5B0EIIN4S39K4M7GPQNKV NS
02cp4cph3uvo719t6hr32phaqft2th99.bayern.	43200	in	rrsig	NSEC3 8 2 43200 20250924085857 20250910085857 25116 bayern. CfJ2IaALMGGAaONK1dV7yYN/h66Rm4R91EN7bKfO3zZkcPwfXi99BVXJuqOtXpIdfRtkM9XzyTS/9yx/VwOu6PoCXUvO3P/C6gI5pZARh98Fm0U+8rrLHUsJwtDGVmqGJvgfXlVNf+Dp0G91t6hsWUHD4/tf1pK5tFvuVEG5y+GtiH46qFzxqoxhwb4gZjdgbtq7NDDpLC2XYRmj5aqecQ==
02d1rcs620b5b0eiin4s39k4m7gpqnkv.bayern.	43200	in	nsec3	1 0 0 - 02FHGVDP9TJCJ0GL17H4MDHP5E4OOBH3 NS
02d1rcs620b5b0eiin4s39k4m7gpqnkv.bayern.	43200	in	rrsig	NSEC3 8 2 43200 20250924085857 20250910085857 25116 bayern. SVvHZEu1/3cK1lam9Ro+ECNSibpYmCSXcn7WMNI+LGRgCPVrHRza+IIOy1M7wwCynXtIt607tYtspVGxC1u2Ik3llcwZI4kZ7qgurXWGMzS8AKAEwMJb8bD8xH4FDMur8ApzrGrDg623IHK/CcrI9emNrrEQmfJEi32mdpBF3Dv6dtMXyOIIYthlocPZKdm712DHTQQqcsHsrea2I0LKjg==
02fhgvdp9tjcj0gl17h4mdhp5e4oobh3.bayern.	43200	in	nsec3	1 0 0 - 02IBNCUNB5BAD0S6S96JEE39LF3LFE2R NS
02fhgvdp9tjcj0gl17h4mdhp5e4oobh3.bayern.	43200	in	rrsig	NSEC3 8 2 43200 20250924085857 20250910085857 25116 bayern. fJaU6gpYuFxkpUsTdYlox+E9mDLKOAQMJmX3GD+sK89Poy+PfevOSnpRA6VHHV9y1EhgRCLU8LpbV8LfH6iYXpDZvHc6WxCSAEscqNlJdS1hA8TC+GGQ9/ZI/E60nTsw8pSOln96BJsbNoNjeOQd2LPmwaIiZH8Ef5SL0lfiPGfCyj8xQiwwccXG7T7+hRXVcbADpFemvniXH4o0t+niug==
02ibncunb5bad0s6s96jee39lf3lfe2r.bayern.	43200	in	nsec3	1 0 0 - 02IL4TDJT4NTB32TQPN8K5UMAUND248K NS
02ibncunb5bad0s6s96jee39lf3lfe2r.bayern.	43200	in	rrsig	NSEC3 8 2 43200 20250924085857 20250910085857 25116 bayern. PTQ0ASSMxKxaQj154rJF1O13/p17CW/Gqsh9kvXr4ogwcfgzyBoflC8aO3OTTvtUz2EDpUmEnOFtWsr0e2KAKgw5P6QRUSRfu+8Dd5j9XOFAYTbplU+3Y+QJJJ2knj7ScaAxH+8GFObYPcNt3NTSj5hf6JQICzP9bTXoqsUXJrV7hHcSrsTOMqdPrgU+ZPeBmIgRbaFXcUbaseAIFEAkqw==
02il4tdjt4ntb32tqpn8k5umaund248k.bayern.	43200	in	nsec3	1 0 0 - 02LCH2C1MK3ENPTK2NEK66LAI1M1UHEV NS
02il4tdjt4ntb32tqpn8k5umaund248k.bayern.	43200	in	rrsig	NSEC3 8 2 43200 20250924085857 20250910085857 25116 bayern. gYdFPrch+37Qxx/fI5aJCIiXJfr3uB1Y0Eqs4lhflESybvgo+dFDW/VAwB+IsHu27R+iAEf9ZCJYGJpoNk2PpPmDW18SijYuuzfQpyG4MT3jlNCZUqwuwXU0P54ScYmMMjU31/WyWkEVC/x0iEwyDjc5BCrpr7kmW5C2jl+Ylnx8ssvEX+RpJ7hAs91ePUwT8UV0K6QZQ3a74kHdE3pIDg==
02lch2c1mk3enptk2nek66lai1m1uhev.bayern.	43200	in	nsec3	1 0 0 - 02M0AM0J567LE5E3N1A53RV0OQ62I1I4 NS
02lch2c1mk3enptk2nek66lai1m1uhev.bayern.	43200	in	rrsig	NSEC3 8 2 43200 20250924085857 20250910085857 25116 bayern. IV26D23a8Q3vZq9Q1KtCMJKppubFbYY6KUYJbFCm5p854yTWClxG0vBDZoJnNokaHpcY+dJS0PbkwFxdYHBQsPLiVBbwmilL4pS5vryTJ89tMaFt1g5yDgvNnZ/5tSivzxzTs3ary5BGpEavrubYf/scxdSJCxZzYTpP4KMcTfCzGnhmYlytdjv1/Rpjx3AOhRKWWPUVzq6tf3Y/kvZNGA==
02m0am0j567le5e3n1a53rv0oq62i1i4.bayern.	43200	in	nsec3	1 0 0 - 02O53G6CLT9H2POB4M4CIS9OGML2U8VP NS
02m0am0j567le5e3n1a53rv0oq62i1i4.bayern.	43200	in	rrsig	NSEC3 8 2 43200 20250924085857 20250910085857 25116 bayern. IyGtoQWW7FhXq5nfDg2aavb0np3JKsU4mtGSDr1RsP4kNu1fKMPf/XOJ59IAak9jXKliKjHt5bEJ/S0wT5CBerjvNupl6NPkkF0BI+AfcDR/wO59LWOYCMwTssD5s2sHJrtn5/77q2d3hjS+/G1pHXS/1fa7wuuvI98pgl7d0wM2f8BFd1zRFtbGJTK3dikO3uuZFsrHw7NyarlOGHc/ZQ==
02o53g6clt9h2pob4m4cis9ogml2u8vp.bayern.	43200	in	nsec3	1 0 0 - 02OKK5GT3IHA31F5SEFMAH72LOFBRH59 NS
02o53g6clt9h2pob4m4cis9ogml2u8vp.bayern.	43200	in	rrsig	NSEC3 8 2 43200 20250924085857 20250910085857 25116 bayern. PWlWR6s+W+3mEKLZCoFQFQeoopmMp8RpRynw18KdqHZZFUoVmgkkqClVhAO9aL9/94L/FwiAxwdCtEBTA7YBZ6eCAmYPAzd4GfCkLIiAd4yaFAUE+tGp53+VCvfmg0aNc5t+rh2qZjcG3PyHcSv+VN81gup6iusnIIPHj0ustZqLHnjp1x8y7gjVd2Qd40PQBAbny+pOiqp6YIxvNWhp5g==
02okk5gt3iha31f5sefmah72lofbrh59.bayern.	43200	in	nsec3	1 0 0 - 02Q20MBM8LMF10SE3HM7KTAE945H2P1S NS
02okk5gt3iha31f5sefmah72lofbrh59.bayern.	43200	in	rrsig	NSEC3 8 2 43200 20250924085857 20250910085857 25116 bayern. cGEqu+ICkH1Ar1Pn+hd3tVC4hp5b+VuNpMGcW1RDVcwnF+bBOJ92uLvcanwg3W7zSAQgeJCyaAkFmvHCAj37lDeNGOl5oC8GRYV7ugoI1vY+IQNSpuFVRQNeVLgYWZ4NwZxBcW9U7fnZG3/rcXns/kopPQqG6EcCwnXjqlEE+1P7w35uuxnw+45wzYhChEZhkDBXSZf8iUly7MbAvqzf6A==
